,TCGA.AB.2856.03A,TCGA.AB.2849.03A,TCGA.AB.2971.03A,TCGA.AB.2930.03A,TCGA.AB.2891.03A,TCGA.AB.2872.03A,TCGA.AB.2851.03A,TCGA.AB.3011.03A,TCGA.AB.2949.03B
ENSG00000207607.2,0,0,0,0,2,0,0,0,0
ENSG00000207608.2,0,0,0,0,0,0,0,0,0
ENSG00000207609.2,2,8,4,2,0,2,2,2,3
ENSG00000207611.1,0,1,0,0,2,2,0,4,0
ENSG00000207612.1,8,16,11,3,3,9,3,6,27
ENSG00000207613.1,1,2,1,0,0,0,0,3,0
ENSG00000207614.1,0,0,0,0,0,0,0,0,0
ENSG00000207615.2,0,0,0,0,0,0,0,0,0
ENSG00000207616.1,0,0,0,0,0,0,0,0,0
ENSG00000207617.3,0,0,0,0,0,0,0,0,0
ENSG00000207619.1,0,0,0,0,0,0,0,0,0
ENSG00000207620.1,0,0,0,0,0,0,0,0,0
ENSG00000207621.1,0,0,0,0,0,0,0,0,0
ENSG00000207622.1,2,2,8,4,5,9,6,16,2
ENSG00000207624.1,1,16,5,11,3,9,4,6,9
ENSG00000207625.1,0,28,0,0,5,0,0,0,4
ENSG00000207626.1,0,7,8,4,3,6,2,15,2
ENSG00000207627.1,8,0,19,2,5,7,9,7,8
ENSG00000207628.2,1,0,7,3,0,6,2,4,1
ENSG00000207629.1,0,0,0,0,0,0,0,0,0
ENSG00000207630.1,0,0,0,0,1,0,0,0,0
ENSG00000207631.1,5,14,7,16,5,15,6,20,20
ENSG00000207632.1,0,0,0,0,1,0,0,0,0
ENSG00000207633.2,0,12,18,4,10,4,7,12,18
ENSG00000207634.1,0,0,0,0,0,0,0,0,0
ENSG00000207635.1,9,3,7,9,9,27,8,23,3
ENSG00000207636.1,0,0,0,0,0,0,0,0,0
ENSG00000207637.1,0,0,1,0,0,0,0,0,0
ENSG00000207638.1,0,0,0,0,1,0,0,0,0
ENSG00000207639.1,0,0,1,0,0,0,0,0,0
ENSG00000207641.1,0,0,0,0,0,0,0,0,0
ENSG00000207642.1,2,21,7,2,7,16,3,18,18
ENSG00000207643.1,0,2,0,0,0,0,0,1,1
ENSG00000207644.1,0,0,0,0,0,0,0,0,0
ENSG00000207645.1,0,0,0,0,0,0,0,0,0
ENSG00000207646.1,0,0,0,0,0,2,0,0,1
ENSG00000207647.1,1,0,0,0,0,0,0,0,1
ENSG00000207648.2,0,0,0,0,0,0,0,0,0
ENSG00000207649.2,0,0,0,0,0,0,0,0,0
ENSG00000207650.1,40,122,60,71,87,55,40,49,40
ENSG00000207651.1,2,2,9,0,1,0,2,5,0
ENSG00000207652.1,45,59,14,62,24,28,26,31,44
ENSG00000207653.1,9,8,23,8,15,14,9,21,9
ENSG00000207654.3,1,6,1,4,2,7,1,4,2
ENSG00000207656.1,0,0,0,0,0,0,0,0,0
ENSG00000207688.2,18,51,25,9,12,37,20,4,8
ENSG00000207689.1,0,0,0,0,0,0,0,3,0
ENSG00000207690.1,0,0,0,0,0,0,0,0,0
ENSG00000207691.1,0,0,0,0,1,0,0,0,0
ENSG00000207692.2,0,0,0,0,0,0,0,0,0
ENSG00000207693.1,1,0,6,3,4,7,8,21,1
ENSG00000207695.1,0,0,0,0,0,0,0,0,0
ENSG00000207696.1,7,7,6,11,4,4,14,8,9
ENSG00000207697.1,17,109,28,22,22,63,32,46,55
ENSG00000207698.1,3,22,11,6,3,15,8,18,12
ENSG00000207699.1,0,0,0,0,0,0,0,0,0
ENSG00000207701.1,3,17,16,7,7,23,13,15,13
ENSG00000207702.1,0,0,0,0,0,0,0,0,0
ENSG00000207703.1,0,0,0,0,0,0,0,2,0
ENSG00000207704.2,9,72,28,33,59,54,18,55,29
ENSG00000207705.1,0,0,0,0,0,0,0,0,0
ENSG00000207706.1,0,0,0,0,0,0,0,0,0
ENSG00000207707.1,0,0,0,0,0,0,0,0,0
ENSG00000207708.1,0,0,0,0,0,0,1,0,0
ENSG00000207709.2,0,0,0,0,0,0,0,0,0
ENSG00000207710.1,0,0,0,0,0,0,0,0,0
ENSG00000207711.1,0,0,0,0,0,0,0,0,0
ENSG00000207712.1,0,0,1,0,0,0,2,0,0
ENSG00000207713.2,1,0,0,1,0,0,0,0,2
ENSG00000207714.2,0,0,0,1,0,0,1,0,0
ENSG00000207715.1,0,0,3,1,0,0,0,0,2
ENSG00000207716.1,0,0,1,0,0,1,0,0,0
ENSG00000207717.1,0,0,0,0,0,0,0,0,0
ENSG00000207719.1,0,22,26,20,11,43,12,35,27
ENSG00000207720.1,6,16,10,10,5,3,4,12,4
ENSG00000207721.1,16,62,58,74,31,59,39,38,45
ENSG00000207722.1,0,0,0,0,0,0,0,0,0
ENSG00000207725.2,33,5,37,36,7,24,6,7,71
ENSG00000207726.2,0,1,0,0,0,0,0,0,0
ENSG00000207728.1,0,0,0,0,0,0,0,0,0
ENSG00000207729.2,0,3,0,0,0,0,0,0,0
ENSG00000207730.2,0,0,1,1,1,0,0,0,0
ENSG00000207731.1,0,0,0,0,0,0,0,0,0
ENSG00000207732.1,0,0,0,0,0,0,0,0,0
ENSG00000207733.1,0,0,0,0,0,0,0,0,0
ENSG00000207734.1,0,0,0,0,0,0,0,0,0
ENSG00000207735.1,0,0,0,0,0,0,0,0,0
ENSG00000207736.1,0,6,4,1,1,2,6,4,5
ENSG00000207737.1,3,8,14,27,2,15,21,22,17
ENSG00000207738.1,0,0,0,0,0,0,0,0,0
ENSG00000207739.1,0,0,0,0,0,0,0,0,0
ENSG00000207741.1,31,99,107,86,102,161,98,194,172
ENSG00000207742.2,0,0,0,0,0,1,0,0,0
ENSG00000207743.2,0,0,0,0,0,1,0,0,2
ENSG00000207744.1,0,1,0,0,0,0,0,0,0
ENSG00000207746.1,0,12,2,1,1,0,2,10,0
ENSG00000207749.3,0,0,0,0,0,2,0,0,0
ENSG00000207750.1,8,41,16,10,12,25,19,9,15
ENSG00000207751.1,0,0,0,0,3,1,1,1,0
ENSG00000207752.1,7,18,32,16,16,34,25,29,17
ENSG00000207753.2,0,0,0,0,0,0,0,0,0
ENSG00000207754.2,0,1,0,0,0,1,0,0,0
ENSG00000207755.2,0,0,0,0,0,1,0,0,0
ENSG00000207756.1,1,5,6,6,1,3,0,6,5
ENSG00000207757.1,13,14,15,31,17,17,10,48,19
ENSG00000207758.1,0,0,0,0,0,0,0,0,1
ENSG00000207759.1,1,0,1,0,1,0,0,0,0
ENSG00000207761.2,0,1,0,0,0,0,0,0,0
ENSG00000207762.1,0,0,0,0,0,0,0,0,1
ENSG00000207763.1,0,0,23,3,0,9,0,5,0
ENSG00000207764.1,0,0,0,0,0,0,1,0,0
ENSG00000207765.1,0,0,0,0,0,0,0,0,0
ENSG00000207766.1,0,6,2,9,2,7,5,7,5
ENSG00000207767.2,0,0,0,0,0,0,0,0,0
ENSG00000207768.2,2,0,0,0,0,0,1,0,0
ENSG00000207769.1,0,0,3,1,0,0,0,6,1
ENSG00000207770.1,10,120,44,37,30,47,30,29,95
ENSG00000207771.1,3,8,9,5,3,13,4,18,7
ENSG00000207773.1,0,6,2,1,0,1,0,1,2
ENSG00000207775.1,0,0,0,0,0,0,0,0,0
ENSG00000207776.1,0,3,1,3,1,2,0,7,6
ENSG00000207778.2,0,0,0,0,0,0,0,0,0
ENSG00000207779.1,0,0,1,0,0,0,0,0,0
ENSG00000207780.1,1,6,0,3,1,3,3,4,8
ENSG00000207781.1,0,2,2,0,0,2,0,0,0
ENSG00000207782.2,0,1,1,1,0,1,1,1,5
ENSG00000207783.1,0,0,0,0,0,0,0,0,0
ENSG00000207784.2,0,0,1,0,0,1,0,1,0
ENSG00000207785.1,0,0,0,0,0,0,1,0,0
ENSG00000207788.1,0,0,1,0,0,0,0,0,0
ENSG00000207789.1,3,2,2,4,1,2,2,3,4
ENSG00000207797.1,0,0,0,0,0,0,0,0,0
ENSG00000207798.1,0,0,1,0,0,0,0,0,0
ENSG00000207799.1,0,0,0,0,0,0,1,0,0
ENSG00000207800.2,0,0,0,0,0,1,0,0,0
ENSG00000207802.1,15,34,15,29,18,7,31,12,7
ENSG00000207803.1,0,0,0,0,0,0,0,0,0
ENSG00000207804.1,0,2,4,2,0,2,1,5,0
ENSG00000207805.2,1,1,1,0,0,0,0,0,0
ENSG00000207807.1,0,1,0,0,1,0,0,0,0
ENSG00000207808.1,61,1,67,40,8,5,18,82,37
ENSG00000207810.1,0,0,0,0,0,0,0,0,0
ENSG00000207811.2,0,0,0,0,0,0,0,0,0
ENSG00000207812.2,0,0,0,0,0,0,0,0,0
ENSG00000207813.1,0,0,0,0,2,0,0,0,0
ENSG00000207814.1,0,0,1,0,0,0,0,0,0
ENSG00000207815.1,0,24,0,7,3,0,3,3,12
ENSG00000207816.1,0,0,0,0,0,0,1,0,0
ENSG00000207817.1,0,0,0,0,0,0,0,0,0
ENSG00000207818.1,0,0,0,0,0,0,0,0,0
ENSG00000207819.1,0,0,0,0,0,0,0,0,0
ENSG00000207820.1,1,4,2,0,2,1,0,3,1
ENSG00000207821.1,8,10,14,19,21,22,17,67,16
ENSG00000207825.1,0,0,0,0,0,0,0,0,0
ENSG00000207826.1,1,1,0,0,0,0,1,0,0
ENSG00000207827.1,0,0,0,0,0,0,0,0,0
ENSG00000207830.1,2,0,0,0,0,0,0,0,0
ENSG00000207832.1,0,4,2,1,4,0,0,1,1
ENSG00000207833.1,0,0,1,0,0,0,0,0,0
ENSG00000207834.1,96,220,98,3,18,71,2,26,17
ENSG00000207835.1,0,3,0,0,1,0,1,0,0
ENSG00000207836.1,0,0,0,0,1,0,0,0,0
ENSG00000207837.1,0,0,0,0,0,0,0,0,0
ENSG00000207838.1,0,0,0,0,0,0,0,0,0
ENSG00000207839.1,2,2,8,5,7,6,4,15,2
ENSG00000207844.1,0,0,0,0,0,0,0,0,0
ENSG00000207846.1,0,0,0,0,0,0,0,0,0
ENSG00000207849.2,0,0,0,0,0,0,0,0,0
ENSG00000207857.2,0,0,0,0,0,0,0,0,0
ENSG00000207858.1,0,0,0,0,0,0,0,0,0
ENSG00000207861.1,0,0,0,0,0,0,0,0,0
ENSG00000207862.1,0,0,0,0,0,0,0,0,0
ENSG00000207863.1,0,0,0,0,1,0,1,0,0
ENSG00000207864.2,2,1,5,3,1,0,3,7,3
ENSG00000207865.1,17,17,2,8,1,22,1,9,6
ENSG00000207866.1,0,0,0,0,0,0,0,0,0
ENSG00000207867.1,0,0,0,0,0,0,0,0,0
ENSG00000207868.1,0,0,0,0,0,0,0,0,0
ENSG00000207869.1,0,0,0,0,0,0,0,0,0
ENSG00000207870.1,108,21,87,253,28,76,19,28,282
ENSG00000207871.2,0,0,0,0,0,0,0,0,0
ENSG00000207873.1,0,0,0,0,0,0,0,0,0
ENSG00000207874.1,0,2,0,2,0,0,1,0,0
ENSG00000207875.1,0,0,0,0,0,0,0,0,0
ENSG00000207895.1,2,1,1,0,0,4,0,1,1
ENSG00000207922.1,0,1,1,0,1,0,0,0,4
ENSG00000207923.1,0,0,0,0,0,0,0,0,1
ENSG00000207924.2,0,0,0,0,0,0,0,0,0
ENSG00000207925.1,0,0,0,0,0,0,0,0,0
ENSG00000207926.1,14,6,15,28,15,21,13,19,8
ENSG00000207927.1,3,6,2,6,4,6,2,3,6
ENSG00000207928.1,0,0,0,0,0,0,0,0,0
ENSG00000207930.1,0,21,1,0,1,4,0,0,0
ENSG00000207931.1,0,0,0,0,0,0,0,0,0
ENSG00000207932.1,0,1,2,2,0,1,2,1,3
ENSG00000207933.2,0,1,0,0,0,0,0,0,0
ENSG00000207934.1,0,0,0,0,0,0,0,0,0
ENSG00000207935.2,0,0,0,0,0,0,0,0,0
ENSG00000207938.1,0,0,0,0,0,0,0,0,0
ENSG00000207939.1,0,0,0,0,0,0,0,0,0
ENSG00000207940.1,0,0,0,0,0,0,0,0,1
ENSG00000207941.1,0,0,0,0,1,0,0,0,0
ENSG00000207942.1,0,0,0,0,0,0,0,0,0
ENSG00000207943.1,1,1,1,0,0,0,2,0,0
ENSG00000207944.1,0,0,1,1,0,0,0,1,0
ENSG00000207945.1,0,0,0,0,0,0,0,0,0
ENSG00000207946.2,0,0,0,0,0,0,0,0,0
ENSG00000207947.2,0,0,0,0,0,2,1,0,0
ENSG00000207948.2,2,2,0,0,3,3,0,1,0
ENSG00000207949.1,0,0,0,0,0,0,0,0,0
ENSG00000207951.1,0,0,0,0,0,0,0,0,0
ENSG00000207952.1,7,33,16,8,17,17,6,20,10
ENSG00000207954.1,0,0,2,0,0,0,0,0,0
ENSG00000207955.3,4,12,16,34,18,38,37,33,13
ENSG00000207956.1,3,29,23,12,8,17,8,11,19
ENSG00000207957.1,0,0,0,0,0,0,0,0,0
ENSG00000207959.1,0,0,0,0,0,8,0,0,1
ENSG00000207960.1,0,8,0,0,0,0,0,0,0
ENSG00000207961.2,0,0,0,0,0,2,0,0,0
ENSG00000207962.1,1,5,7,4,3,9,0,1,4
ENSG00000207963.1,0,0,4,0,0,0,1,7,1
ENSG00000207964.2,2,11,11,5,11,8,10,5,5
ENSG00000207965.1,1,2,5,0,2,4,2,3,3
ENSG00000207967.1,2,26,64,11,7,20,16,34,8
ENSG00000207969.1,0,0,0,0,0,0,0,0,0
ENSG00000207970.2,0,0,1,1,0,0,1,0,0
ENSG00000207971.1,0,0,4,0,0,10,0,0,0
ENSG00000207972.1,3,1,1,2,3,3,2,11,1
ENSG00000207973.1,10,1,6,8,5,7,13,8,10
ENSG00000207974.1,0,0,0,0,1,1,0,0,1
ENSG00000207975.1,1,6,8,11,3,2,1,6,17
ENSG00000207976.1,1,3,0,17,1,0,6,0,2
ENSG00000207978.1,0,0,0,0,0,3,0,0,0
ENSG00000207979.1,0,0,0,0,0,0,0,0,0
ENSG00000207980.1,124,5,124,47,13,11,56,147,37
ENSG00000207981.1,0,0,0,0,0,0,0,0,0
ENSG00000207982.1,0,0,1,0,0,0,0,0,0
ENSG00000207983.1,2,27,11,28,5,75,35,27,6
ENSG00000207984.1,0,0,0,0,0,0,0,0,0
ENSG00000207986.1,0,0,0,0,0,0,0,0,0
ENSG00000207987.1,0,0,0,0,0,0,0,0,0
ENSG00000207988.1,6,74,17,22,14,32,27,35,16
ENSG00000207989.2,0,0,0,0,0,4,0,0,1
ENSG00000207990.2,0,0,0,0,0,0,0,0,0
ENSG00000207991.1,7,5,27,8,5,38,20,26,7
ENSG00000207992.1,0,0,0,0,0,0,0,1,0
ENSG00000207993.3,0,0,0,0,0,1,0,0,0
ENSG00000207994.1,0,1,3,0,0,0,0,0,0
ENSG00000207995.1,0,8,2,0,0,0,0,6,0
ENSG00000207996.1,0,6,1,0,1,1,1,1,0
ENSG00000207997.1,10,28,31,14,17,33,13,23,25
ENSG00000208000.1,0,0,0,0,0,0,0,0,0
ENSG00000208001.1,0,0,0,0,0,0,0,0,0
ENSG00000208002.1,4,31,3,7,8,7,10,12,12
ENSG00000208003.1,0,0,0,1,0,1,0,0,0
ENSG00000208004.2,0,0,0,0,0,0,0,0,1
ENSG00000208005.1,0,0,0,2,0,1,0,2,0
ENSG00000208006.1,2,25,13,7,8,17,3,4,3
ENSG00000208008.1,0,0,0,0,0,0,0,0,0
ENSG00000208009.1,0,16,0,2,0,0,0,0,2
ENSG00000208012.1,0,1,3,2,0,0,0,0,0
ENSG00000208013.2,2,5,17,6,4,7,4,10,3
ENSG00000208014.1,0,0,0,0,0,0,0,0,0
ENSG00000208015.1,0,0,0,1,0,0,0,0,0
ENSG00000208017.2,1,2,3,2,2,5,2,3,1
ENSG00000208018.1,13,13,22,19,37,31,28,36,12
ENSG00000208022.1,0,0,7,3,0,8,0,3,0
ENSG00000208023.2,2,3,5,3,0,2,6,9,5
ENSG00000208024.1,0,0,1,1,0,0,0,0,1
ENSG00000208025.1,0,2,2,2,1,5,2,3,2
ENSG00000208027.3,0,0,0,0,0,0,0,0,0
ENSG00000208028.1,25,56,39,32,40,149,97,60,117
ENSG00000208032.1,0,2,1,2,4,0,0,4,2
ENSG00000208033.1,0,0,0,0,0,0,1,1,0
ENSG00000208034.1,0,0,0,0,0,0,0,0,0
ENSG00000208035.1,0,0,0,0,0,1,0,1,0
ENSG00000208036.1,8,13,21,31,17,17,15,53,15
ENSG00000208037.1,1,0,0,0,1,0,1,3,1
ENSG00000208038.1,0,0,0,0,0,0,0,0,0
ENSG00000208308.1,4,13,8,3,8,19,10,2,8
ENSG00000208772.1,38,45,47,102,32,90,43,72,72
ENSG00000208797.1,0,0,0,0,0,0,0,0,0
ENSG00000208839.1,0,0,0,0,0,0,0,0,0
ENSG00000208883.1,2,8,24,4,1,10,5,8,6
ENSG00000208892.1,1,13,27,4,3,18,5,10,11
ENSG00000209042.1,31,16,22,46,31,31,31,56,65
ENSG00000209082.1,174,835,207,76,72,183,93,36,24
ENSG00000209480.1,0,0,0,0,0,0,0,0,0
ENSG00000209482.1,39,29,38,52,35,46,18,55,59
ENSG00000209582.1,0,0,0,0,0,0,0,0,0
ENSG00000209645.1,0,1,5,3,3,3,4,9,3
ENSG00000209702.1,3,4,5,5,3,6,3,6,3
ENSG00000210049.1,39,142,212,31,145,82,19,27,39
ENSG00000210077.1,17,39,25,31,23,32,5,2,12
ENSG00000210082.2,477845,698206,770258,403465,326168,519698,290173,180605,336239
ENSG00000210100.1,7,54,46,6,15,12,6,2,20
ENSG00000210107.1,0,0,0,0,0,0,0,0,0
ENSG00000210112.1,20,169,64,15,11,67,27,23,6
ENSG00000210117.1,2,24,11,3,2,43,7,1,2
ENSG00000210127.1,0,1,0,0,1,2,1,0,1
ENSG00000210135.1,0,1,0,0,0,0,1,0,0
ENSG00000210140.1,33,97,75,41,84,52,58,6,36
ENSG00000210144.1,114,238,174,116,46,177,156,14,88
ENSG00000210151.2,0,0,0,0,0,0,0,0,0
ENSG00000210154.1,1,7,3,1,0,2,2,0,1
ENSG00000210156.1,0,0,0,0,0,0,0,0,0
ENSG00000210164.1,5,24,15,4,2,10,0,5,2
ENSG00000210174.1,2,24,8,5,8,18,4,5,1
ENSG00000210176.1,4,21,15,4,5,5,1,1,5
ENSG00000210181.1,0,11,0,5,2,6,2,1,8
ENSG00000210184.1,0,12,4,4,1,0,1,1,3
ENSG00000210191.1,9,33,11,9,5,13,2,1,2
ENSG00000210194.1,3,11,14,3,5,4,4,1,2
ENSG00000210195.2,112,150,83,18,63,58,21,20,33
ENSG00000210196.2,3348,4574,4855,2678,2243,4067,2366,1825,1783
ENSG00000210678.1,0,0,2,0,1,0,0,0,0
ENSG00000210709.1,0,0,0,1,0,0,0,0,2
ENSG00000210741.1,0,0,1,0,0,0,0,0,0
ENSG00000210825.1,0,0,0,0,0,0,0,0,0
ENSG00000210839.1,0,0,0,0,0,0,0,0,0
ENSG00000210841.1,4,9,3,6,3,16,6,4,4
ENSG00000211137.1,0,0,4,0,0,0,0,0,0
ENSG00000211445.10,100,120,111,76,103,213,138,223,151
ENSG00000211448.10,1,13,4,1,4,4,1,2,3
ENSG00000211450.8,1640,657,786,2117,924,957,1139,811,1597
ENSG00000211451.10,25,22,15,32,25,40,19,23,45
ENSG00000211452.9,52,92,101,80,88,194,86,150,63
ENSG00000211454.12,62,59,35,490,58,109,33,63,53
ENSG00000211455.6,1147,3132,1519,2906,1055,2208,1817,1126,2599
ENSG00000211456.9,2370,4143,2322,5693,2650,2387,2866,3012,3359
ENSG00000211459.2,71902,81428,86901,45158,56760,90837,68178,30873,52699
ENSG00000211460.10,2424,3157,1786,4017,2368,2149,1888,1381,3027
ENSG00000211482.1,0,17,2,0,6,2,2,5,5
ENSG00000211483.2,0,0,1,1,3,0,0,0,0
ENSG00000211491.2,0,8,1,3,2,6,1,6,0
ENSG00000211495.1,0,0,0,0,0,0,0,0,0
ENSG00000211499.1,0,0,0,1,0,0,0,0,0
ENSG00000211508.1,0,0,0,0,0,1,0,0,0
ENSG00000211510.2,0,0,0,0,0,0,0,0,0
ENSG00000211513.4,41,72,46,29,23,51,47,38,66
ENSG00000211514.1,1,10,6,4,3,3,7,1,4
ENSG00000211515.1,0,0,0,0,0,0,0,0,0
ENSG00000211517.1,0,0,0,0,0,0,0,0,0
ENSG00000211518.1,0,1,0,1,2,0,1,0,2
ENSG00000211519.1,0,0,0,0,0,0,0,0,0
ENSG00000211520.2,0,1,0,0,0,0,0,0,0
ENSG00000211524.3,2,0,2,0,0,1,0,0,0
ENSG00000211525.2,0,0,0,0,0,0,0,0,0
ENSG00000211526.1,0,0,0,0,0,0,0,0,0
ENSG00000211528.2,0,0,0,0,0,0,0,0,0
ENSG00000211530.1,0,0,0,0,0,0,0,0,0
ENSG00000211532.1,0,0,0,0,0,0,0,0,0
ENSG00000211534.2,0,0,0,0,0,3,1,0,0
ENSG00000211535.1,0,0,0,0,0,0,0,0,0
ENSG00000211538.1,1,0,0,0,0,0,0,0,0
ENSG00000211542.1,0,0,0,0,0,0,0,0,0
ENSG00000211543.2,0,0,0,0,0,0,0,0,0
ENSG00000211544.1,0,0,0,0,0,0,0,1,0
ENSG00000211553.1,9,124,28,102,25,0,29,8,65
ENSG00000211556.2,0,0,1,0,0,0,0,0,0
ENSG00000211562.2,0,4,0,0,0,2,2,6,0
ENSG00000211563.3,0,0,0,0,0,0,2,0,1
ENSG00000211566.2,0,0,0,0,0,0,0,0,0
ENSG00000211568.1,0,0,0,0,0,0,0,0,0
ENSG00000211571.1,12,8,20,12,14,13,20,17,9
ENSG00000211573.2,0,0,0,0,0,0,0,0,0
ENSG00000211574.1,0,0,0,0,0,31,1,0,9
ENSG00000211575.2,3,1,0,2,2,1,0,2,1
ENSG00000211577.1,0,0,0,0,0,0,0,0,0
ENSG00000211578.2,13,41,17,29,15,19,8,5,32
ENSG00000211579.1,0,0,0,0,0,0,0,0,0
ENSG00000211580.1,0,2,0,2,3,0,2,1,2
ENSG00000211581.1,1,0,12,0,0,6,11,4,1
ENSG00000211582.1,0,0,0,0,0,4,0,0,1
ENSG00000211583.2,0,0,0,0,0,0,0,0,0
ENSG00000211584.12,1219,1047,432,960,532,640,1029,786,1661
ENSG00000211590.1,0,0,0,0,0,0,0,0,0
ENSG00000211591.1,0,0,0,0,0,0,0,0,0
ENSG00000211592.5,14570,18246,9430,1672,49700,15720,2318,13008,3567
ENSG00000211593.2,1,16,3,11,44,9,5,2,7
ENSG00000211594.2,0,0,0,0,0,0,0,0,0
ENSG00000211595.2,0,0,0,0,0,0,0,0,0
ENSG00000211596.3,0,0,0,0,0,0,0,0,0
ENSG00000211597.2,0,0,0,0,0,0,0,0,0
ENSG00000211598.2,617,1226,938,103,5058,1813,179,1362,240
ENSG00000211599.2,33,73,8,1,37,18,5,11,9
ENSG00000211611.2,42,48,53,4,53,45,18,31,12
ENSG00000211623.2,0,1,1,0,0,3,0,0,0
ENSG00000211625.2,52,83,40,6,751,76,16,64,12
ENSG00000211626.2,0,4,2,0,0,0,0,1,0
ENSG00000211632.3,46,29,13,4,85,29,6,22,4
ENSG00000211633.3,4,4,4,1,8,7,0,4,1
ENSG00000211637.2,104,78,136,17,153,207,21,116,37
ENSG00000211638.2,45,54,241,15,210,286,21,134,53
ENSG00000211639.2,17,13,3,14,39,47,2,3,16
ENSG00000211640.3,208,304,204,22,822,247,28,155,116
ENSG00000211641.2,0,1,0,0,2,1,0,0,0
ENSG00000211642.2,22,8,210,20,131,6,5,28,34
ENSG00000211643.2,17,26,16,27,27,19,17,29,26
ENSG00000211644.2,341,364,364,53,1089,570,52,427,160
ENSG00000211645.2,6,20,14,6,29,10,8,28,14
ENSG00000211647.1,1,4,0,0,3,0,2,2,0
ENSG00000211648.2,174,222,478,25,419,383,38,249,134
ENSG00000211649.3,82,38,45,9,99,105,22,74,44
ENSG00000211650.2,19,35,46,2,53,103,5,36,19
ENSG00000211651.3,300,325,628,57,1303,400,46,402,156
ENSG00000211652.2,33,97,59,15,232,81,13,69,39
ENSG00000211653.2,368,781,995,53,1061,754,99,568,228
ENSG00000211654.2,13,6,35,0,10,30,0,19,5
ENSG00000211655.3,30,59,73,6,84,107,5,42,57
ENSG00000211656.3,0,3,3,2,5,0,0,0,0
ENSG00000211657.3,1,2,0,0,3,1,0,1,0
ENSG00000211658.2,34,74,37,3,2334,73,9,46,21
ENSG00000211659.2,163,452,604,42,1134,195,65,417,167
ENSG00000211660.3,252,262,515,28,596,472,47,294,73
ENSG00000211661.2,0,1,0,0,2,2,2,1,2
ENSG00000211662.2,360,1126,659,25,1077,830,83,726,98
ENSG00000211663.2,224,560,447,51,1080,366,43,346,179
ENSG00000211664.2,16,38,21,5,38,35,3,27,8
ENSG00000211665.2,4,19,12,2,90,4,5,6,5
ENSG00000211666.2,191,205,784,46,1451,311,159,621,87
ENSG00000211667.2,3,2,11,1,12,1,1,7,1
ENSG00000211668.2,194,316,487,30,660,303,52,287,102
ENSG00000211669.2,77,230,96,16,75,244,12,226,35
ENSG00000211670.2,39,159,73,12,88,71,11,104,22
ENSG00000211672.2,1,3,1,2,9,9,0,3,1
ENSG00000211673.2,122,454,362,19,951,288,28,349,76
ENSG00000211674.2,0,0,0,1,5,1,1,1,3
ENSG00000211675.2,0,0,0,0,0,0,0,0,0
ENSG00000211676.2,2,3,3,1,6,3,0,2,1
ENSG00000211677.2,1200,2792,1969,297,3766,1970,93,1954,842
ENSG00000211678.2,0,1,0,0,2,0,0,1,6
ENSG00000211679.2,299,1644,1930,41,3488,1474,164,1279,323
ENSG00000211680.2,0,0,0,0,0,0,0,0,0
ENSG00000211681.2,0,0,0,0,0,0,0,1,0
ENSG00000211682.2,0,0,0,0,0,1,0,0,0
ENSG00000211683.3,10,26,2,54,21,58,23,22,42
ENSG00000211684.2,0,0,0,0,0,0,0,0,0
ENSG00000211685.3,37,31,27,3,65,214,5,53,11
ENSG00000211687.1,0,0,1,1,0,1,0,0,0
ENSG00000211688.1,340,196,257,175,91,124,15,158,26
ENSG00000211689.5,3025,4746,3389,3958,1543,1222,267,1753,1052
ENSG00000211690.1,0,1,0,0,0,0,0,0,0
ENSG00000211691.2,1,5,13,8,3,3,2,9,2
ENSG00000211692.1,91,78,143,160,57,56,11,101,37
ENSG00000211693.2,1,4,3,0,1,0,0,0,2
ENSG00000211694.2,131,1797,165,51,8,80,6,12,13
ENSG00000211695.2,128,205,191,194,91,18,26,165,29
ENSG00000211696.2,0,0,0,0,0,0,0,0,0
ENSG00000211697.3,122,26,358,515,118,123,106,92,64
ENSG00000211698.2,117,4,179,239,102,54,83,82,62
ENSG00000211699.2,34,8,128,142,28,41,54,45,45
ENSG00000211701.2,9,1,20,35,7,17,12,12,1
ENSG00000211706.2,9,5,15,14,2,3,10,4,4
ENSG00000211707.3,1,1,5,3,1,3,1,0,4
ENSG00000211710.3,4,11,16,11,5,1,7,7,7
ENSG00000211713.3,3,15,1,12,2,4,2,4,9
ENSG00000211714.3,11,21,14,30,14,9,21,22,29
ENSG00000211715.1,4,5,3,17,1,1,7,9,7
ENSG00000211716.2,10,10,16,21,6,11,15,15,10
ENSG00000211717.3,3,10,4,10,0,5,2,4,13
ENSG00000211720.3,0,12,4,8,0,2,4,3,18
ENSG00000211721.2,14,597,34,147,12,14,37,28,49
ENSG00000211724.3,67,113,205,314,3,28,25,41,42
ENSG00000211725.3,12,34,15,62,3,8,18,21,39
ENSG00000211727.3,10,34,41,85,5,9,19,24,52
ENSG00000211728.2,4,29,24,60,17,10,15,18,35
ENSG00000211731.1,4,25,10,52,8,9,14,26,29
ENSG00000211734.3,21,5,35,8,6,5,11,12,2
ENSG00000211739.4,1,113,5,22,2,5,8,12,15
ENSG00000211745.3,6,8,15,3,3,6,1,3,7
ENSG00000211746.3,13,21,67,22,10,7,7,12,5
ENSG00000211747.3,123,331,48,179,11,40,43,19,143
ENSG00000211749.1,2,30,28,3,4,4,1,3,14
